,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
10230,2012-11-11 16:00:00,4,0,0,1,22.14,25.76,42,15.0013,260,393,653
1953,2011-05-08 07:00:00,2,0,0,2,18.86,22.725,82,0.0,8,15,23
6270,2012-02-17 12:00:00,1,0,1,1,15.58,19.695,46,26.0027,21,177,198
3585,2011-08-19 07:00:00,3,0,1,2,27.06,30.305,83,6.0032,12,251,263
10449,2012-12-01 19:00:00,4,0,0,2,13.12,17.425,81,0.0,30,219,249
817,2011-02-17 12:00:00,1,0,1,1,19.68,23.485,41,15.0013,15,86,101
1599,2011-04-12 13:00:00,2,0,1,3,22.14,25.76,68,19.0012,22,84,106
3783,2011-09-08 15:00:00,3,0,1,3,27.06,29.545,89,19.9995,24,115,139
717,2011-02-13 06:00:00,1,0,0,2,8.2,10.605,69,8.9981,2,3,5
852,2011-02-18 23:00:00,1,0,1,1,21.32,25.0,8,19.0012,16,61,77
4968,2011-12-01 02:00:00,4,0,1,1,10.66,11.365,56,19.9995,1,8,9
3280,2011-08-06 14:00:00,3,0,0,1,33.62,38.635,52,16.9979,176,204,380
7852,2012-06-07 13:00:00,2,0,1,1,28.7,31.82,37,19.0012,65,250,315
4415,2011-10-16 00:00:00,4,0,0,1,18.86,22.725,44,8.9981,22,85,107
5013,2011-12-02 23:00:00,4,0,1,1,13.12,15.15,53,19.0012,14,81,95
8415,2012-07-12 00:00:00,3,0,1,2,27.88,31.82,61,0.0,1,55,56
2668,2011-06-19 02:00:00,2,0,0,1,27.88,31.82,74,6.0032,13,59,72
8878,2012-08-12 07:00:00,3,0,0,1,26.24,30.305,65,8.9981,9,30,39
3479,2011-08-14 21:00:00,3,0,0,3,24.6,27.275,88,32.9975,51,104,155
6794,2012-04-01 09:00:00,2,0,0,2,14.76,17.425,81,8.9981,102,173,275
1009,2011-03-06 13:00:00,1,0,0,2,18.86,22.725,94,23.9994,22,83,105
1156,2011-03-12 20:00:00,1,0,0,1,16.4,20.455,58,7.0015,22,64,86
7305,2012-05-03 18:00:00,2,0,1,1,29.52,33.335,58,8.9981,64,642,706
6849,2012-04-03 17:00:00,2,0,1,1,25.42,30.305,17,12.998,123,634,757
9993,2012-11-01 18:00:00,4,0,1,2,16.4,20.455,50,11.0014,50,628,678
3916,2011-09-14 05:00:00,3,0,1,1,23.78,27.275,88,7.0015,1,30,31
1880,2011-05-05 06:00:00,2,0,1,1,13.94,15.91,66,16.9979,3,86,89
586,2011-02-07 14:00:00,1,0,1,2,14.76,18.18,57,6.0032,8,52,60
8467,2012-07-14 04:00:00,3,0,0,3,27.06,31.06,61,7.0015,3,6,9
3094,2011-07-17 20:00:00,3,0,0,1,31.16,35.605,58,16.9979,85,177,262
9923,2012-10-17 20:00:00,4,0,1,1,20.5,24.24,72,8.9981,54,360,414
7301,2012-05-03 14:00:00,2,0,1,1,26.24,30.305,65,12.998,33,171,204
5530,2012-01-05 13:00:00,1,0,1,1,13.94,15.15,42,19.9995,6,112,118
6549,2012-03-10 03:00:00,1,0,0,1,10.66,11.365,41,19.9995,0,16,16
5322,2011-12-15 20:00:00,4,0,1,1,21.32,25.0,59,22.0028,12,209,221
9654,2012-10-06 15:00:00,4,0,0,1,24.6,31.06,46,27.9993,279,341,620
4259,2011-10-09 12:00:00,4,0,0,1,26.24,31.06,44,6.0032,212,243,455
9778,2012-10-11 19:00:00,4,0,1,1,18.04,21.97,51,8.9981,81,662,743
1744,2011-04-18 14:00:00,2,0,1,2,23.78,27.275,49,12.998,49,95,144
9351,2012-09-13 00:00:00,3,0,1,1,22.96,26.515,73,6.0032,11,46,57
7284,2012-05-02 21:00:00,2,0,1,1,21.32,25.0,77,15.0013,21,218,239
1785,2011-05-01 07:00:00,2,0,0,2,17.22,21.21,77,6.0032,7,26,33
7779,2012-06-04 12:00:00,2,0,1,1,26.24,31.06,41,30.0026,62,220,282
2636,2011-06-17 18:00:00,2,0,1,3,31.16,34.09,40,12.998,62,388,450
4765,2011-11-11 15:00:00,4,1,0,1,14.76,16.665,37,27.9993,29,187,216
10082,2012-11-05 11:00:00,4,0,1,1,13.94,15.91,46,15.0013,31,119,150
7003,2012-04-10 03:00:00,2,0,1,1,14.76,17.425,71,8.9981,0,2,2
10337,2012-11-16 03:00:00,4,0,1,2,12.3,15.15,65,8.9981,0,6,6
10464,2012-12-02 10:00:00,4,0,0,2,12.3,16.665,87,0.0,63,230,293
4182,2011-10-06 07:00:00,4,0,1,1,17.22,21.21,62,12.998,15,287,302
10145,2012-11-08 02:00:00,4,0,1,2,12.3,14.395,49,15.0013,1,5,6
5287,2011-12-14 09:00:00,4,0,1,2,12.3,16.665,61,0.0,9,230,239
5454,2012-01-02 09:00:00,1,1,0,1,9.84,12.88,35,0.0,15,53,68
4383,2011-10-14 16:00:00,4,0,1,1,24.6,31.06,43,15.0013,80,264,344
6068,2012-02-09 02:00:00,1,0,1,1,9.02,11.365,80,8.9981,0,2,2
10639,2012-12-09 17:00:00,4,0,0,3,14.76,17.425,93,8.9981,20,209,229
533,2011-02-05 09:00:00,1,0,0,3,8.2,11.365,100,6.0032,3,17,20
10118,2012-11-06 23:00:00,4,0,1,1,12.3,14.395,56,15.0013,19,186,205
2485,2011-06-11 11:00:00,2,0,0,1,31.16,35.605,62,8.9981,110,215,325
7182,2012-04-17 15:00:00,2,0,1,1,27.06,31.06,24,22.0028,91,217,308
2586,2011-06-15 16:00:00,2,0,1,1,31.16,33.335,27,8.9981,47,265,312
1229,2011-03-16 00:00:00,1,0,1,3,12.3,14.395,93,16.9979,0,8,8
4784,2011-11-12 10:00:00,4,0,0,1,13.94,15.91,61,19.0012,62,170,232
7912,2012-06-10 01:00:00,2,0,0,1,26.24,30.305,73,8.9981,32,84,116
1594,2011-04-12 08:00:00,2,0,1,3,19.68,23.485,88,26.0027,15,211,226
4927,2011-11-18 09:00:00,4,0,1,1,10.66,12.88,41,12.998,6,207,213
2657,2011-06-18 15:00:00,2,0,0,2,33.62,37.88,46,8.9981,153,214,367
6442,2012-03-05 16:00:00,1,0,1,1,12.3,13.635,45,19.9995,30,180,210
5330,2011-12-16 04:00:00,4,0,1,2,20.5,24.24,59,12.998,1,4,5
8729,2012-08-06 02:00:00,3,0,1,2,29.52,34.85,79,8.9981,0,5,5
676,2011-02-11 12:00:00,1,0,1,1,9.02,11.365,47,8.9981,7,64,71
8687,2012-08-04 08:00:00,3,0,0,1,30.34,36.365,72,12.998,49,132,181
625,2011-02-09 06:00:00,1,0,1,1,2.46,7.575,45,0.0,0,43,43
4216,2011-10-07 17:00:00,4,0,1,1,24.6,31.06,56,16.9979,101,462,563
1342,2011-04-01 19:00:00,2,0,1,1,13.94,15.15,49,22.0028,16,120,136
9628,2012-10-05 13:00:00,4,0,1,1,28.7,32.575,48,0.0,117,307,424
146,2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9,125,134
3428,2011-08-12 18:00:00,3,0,1,1,31.16,34.09,40,19.9995,89,376,465
7341,2012-05-05 06:00:00,2,0,0,2,22.14,25.76,94,0.0,9,33,42
3270,2011-08-06 04:00:00,3,0,0,2,27.06,30.305,83,11.0014,5,5,10
9298,2012-09-10 19:00:00,3,0,1,1,25.42,31.06,38,19.9995,71,562,633
9594,2012-10-04 03:00:00,4,0,1,2,25.42,28.03,88,0.0,5,6,11
2720,2011-07-02 06:00:00,3,0,0,1,25.42,30.305,69,7.0015,11,21,32
162,2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1,15,16
10288,2012-11-14 02:00:00,4,0,1,1,9.84,10.605,60,19.9995,0,1,1
8275,2012-07-06 04:00:00,3,0,1,1,30.34,34.85,66,15.0013,2,4,6
10286,2012-11-14 00:00:00,4,0,1,1,10.66,12.12,56,19.0012,4,20,24
8622,2012-08-01 15:00:00,3,0,1,1,33.62,37.88,46,11.0014,89,206,295
6718,2012-03-17 05:00:00,1,0,0,2,17.22,21.21,94,6.0032,5,3,8
3685,2011-09-04 11:00:00,3,0,0,1,30.34,34.85,70,11.0014,174,163,337
2710,2011-07-01 20:00:00,3,0,1,1,29.52,32.575,42,15.0013,84,185,269
2441,2011-06-09 15:00:00,2,0,1,1,38.54,41.665,31,11.0014,18,86,104
1703,2011-04-16 21:00:00,2,0,0,2,18.04,21.97,94,0.0,1,13,14
665,2011-02-10 23:00:00,1,0,1,1,4.92,7.575,42,7.0015,1,33,34
5164,2011-12-09 06:00:00,4,0,1,1,9.02,12.88,80,6.0032,1,62,63
1449,2011-04-06 06:00:00,2,0,1,1,9.84,12.88,70,7.0015,4,52,56
5770,2012-01-15 14:00:00,1,0,0,1,8.2,9.09,32,23.9994,25,163,188
3496,2011-08-15 14:00:00,3,0,1,1,30.34,34.09,55,6.0032,56,95,151
4312,2011-10-11 17:00:00,4,0,1,2,24.6,28.79,78,16.9979,70,534,604
1093,2011-03-10 02:00:00,1,0,1,3,13.94,15.91,0,16.9979,0,1,1
3488,2011-08-15 06:00:00,3,0,1,1,24.6,27.275,88,16.9979,3,87,90
2632,2011-06-17 14:00:00,2,0,1,1,31.16,34.85,52,12.998,73,142,215
6557,2012-03-10 11:00:00,1,0,0,1,12.3,13.635,33,22.0028,56,218,274
1080,2011-03-09 13:00:00,1,0,1,2,13.12,14.395,76,23.9994,17,82,99
8761,2012-08-07 10:00:00,3,0,1,2,30.34,34.85,70,8.9981,89,161,250
7064,2012-04-12 17:00:00,2,0,1,1,20.5,24.24,27,26.0027,60,596,656
5116,2011-12-07 06:00:00,4,0,1,3,19.68,23.485,100,27.9993,0,18,18
7479,2012-05-11 00:00:00,2,0,1,1,18.86,22.725,55,7.0015,17,47,64
7615,2012-05-16 16:00:00,2,0,1,1,29.52,32.575,45,7.0015,70,376,446
10314,2012-11-15 04:00:00,4,0,1,2,11.48,14.395,65,8.9981,0,5,5
1924,2011-05-07 02:00:00,2,0,0,1,17.22,21.21,82,6.0032,5,47,52
8455,2012-07-13 16:00:00,3,0,1,2,32.8,35.605,36,15.0013,111,381,492
8732,2012-08-06 05:00:00,3,0,1,1,28.7,33.335,79,12.998,2,23,25
7778,2012-06-04 11:00:00,2,0,1,1,26.24,31.06,38,32.9975,71,168,239
5664,2012-01-11 04:00:00,1,0,1,1,8.2,10.605,80,8.9981,0,2,2
3276,2011-08-06 10:00:00,3,0,0,2,30.34,34.85,70,19.0012,91,199,290
8989,2012-08-16 22:00:00,3,0,1,1,29.52,33.335,51,11.0014,69,185,254
3948,2011-09-15 13:00:00,3,0,1,2,26.24,30.305,65,19.0012,38,151,189
496,2011-02-03 19:00:00,1,0,1,1,8.2,12.88,40,0.0,4,92,96
5356,2011-12-17 06:00:00,4,0,0,2,10.66,12.12,56,19.0012,0,17,17
2936,2011-07-11 06:00:00,3,0,1,1,27.88,31.82,74,12.998,19,102,121
3239,2011-08-04 21:00:00,3,0,1,2,28.7,33.335,74,12.998,25,186,211
10459,2012-12-02 05:00:00,4,0,0,2,10.66,15.15,93,0.0,1,7,8
5061,2011-12-04 23:00:00,4,0,0,1,13.94,17.425,87,7.0015,3,42,45
8238,2012-07-04 15:00:00,3,1,0,1,37.72,42.425,35,19.9995,155,299,454
4476,2011-10-18 13:00:00,4,0,1,2,26.24,31.06,38,12.998,48,171,219
737,2011-02-14 02:00:00,1,0,1,1,14.76,16.665,40,19.9995,0,2,2
4057,2011-10-01 02:00:00,4,0,0,1,18.86,22.725,63,27.9993,21,46,67
5087,2011-12-06 01:00:00,4,0,1,2,18.86,22.725,88,19.9995,2,14,16
3880,2011-09-12 17:00:00,3,0,1,1,29.52,33.335,51,11.0014,75,515,590
9077,2012-09-01 14:00:00,3,0,0,2,35.26,39.395,44,11.0014,240,274,514
5955,2012-02-04 08:00:00,1,0,0,1,9.84,14.395,87,0.0,4,86,90
2489,2011-06-11 15:00:00,2,0,0,1,33.62,38.635,49,7.0015,142,232,374
4290,2011-10-10 19:00:00,4,1,0,2,23.78,27.275,78,6.0032,69,267,336
9535,2012-10-01 16:00:00,4,0,1,2,25.42,31.06,46,16.9979,51,408,459
9453,2012-09-17 06:00:00,3,0,1,1,19.68,23.485,82,0.0,7,157,164
9210,2012-09-07 03:00:00,3,0,1,1,25.42,28.79,83,6.0032,0,9,9
8970,2012-08-16 03:00:00,3,0,1,1,25.42,29.545,73,16.9979,0,4,4
185,2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1,24,25
7718,2012-06-01 23:00:00,2,0,1,3,24.6,27.275,88,8.9981,6,67,73
2213,2011-05-19 03:00:00,2,0,1,1,19.68,23.485,100,0.0,1,3,4
6112,2012-02-10 22:00:00,1,0,1,2,13.12,17.425,66,0.0,11,102,113
3195,2011-08-03 01:00:00,3,0,1,2,31.98,35.605,52,11.0014,7,9,16
2171,2011-05-17 09:00:00,2,0,1,2,22.14,25.76,88,16.9979,17,190,207
3475,2011-08-14 17:00:00,3,0,0,1,31.16,35.605,62,8.9981,133,196,329
8073,2012-06-16 18:00:00,2,0,0,2,29.52,32.575,37,15.0013,256,315,571
7568,2012-05-14 17:00:00,2,0,1,3,22.96,26.515,88,16.9979,25,204,229
5607,2012-01-08 18:00:00,1,0,0,1,13.94,15.91,46,15.0013,19,162,181
9498,2012-09-19 03:00:00,3,0,1,2,21.32,25.0,63,16.9979,1,4,5
10051,2012-11-04 04:00:00,4,0,0,1,10.66,13.635,65,8.9981,2,7,9
7119,2012-04-15 00:00:00,2,0,0,2,22.14,25.76,56,12.998,30,94,124
8002,2012-06-13 19:00:00,2,0,1,1,28.7,31.82,34,26.0027,123,548,671
10821,2012-12-17 07:00:00,4,0,1,2,14.76,17.425,93,8.9981,5,314,319
3968,2011-09-16 09:00:00,3,0,1,1,18.86,22.725,55,16.9979,21,189,210
378,2011-01-17 06:00:00,1,1,0,2,7.38,9.09,43,12.998,0,5,5
5896,2012-02-01 21:00:00,1,0,1,1,21.32,25.0,52,11.0014,16,217,233
8135,2012-06-19 08:00:00,2,0,1,2,24.6,28.79,78,11.0014,40,633,673
4473,2011-10-18 10:00:00,4,0,1,2,22.96,26.515,68,0.0,27,75,102
267,2011-01-12 14:00:00,1,0,1,1,8.2,9.09,47,22.0028,0,44,44
4712,2011-11-09 10:00:00,4,0,1,1,16.4,20.455,76,7.0015,16,89,105
4402,2011-10-15 11:00:00,4,0,0,1,22.96,26.515,40,26.0027,153,221,374
163,2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3,13,16
2640,2011-06-17 22:00:00,2,0,1,1,25.42,28.03,88,8.9981,48,127,175
7465,2012-05-10 10:00:00,2,0,1,1,20.5,24.24,51,27.9993,42,112,154
1696,2011-04-16 14:00:00,2,0,0,3,21.32,25.0,83,39.0007,14,49,63
3518,2011-08-16 12:00:00,3,0,1,1,31.16,34.09,48,22.0028,42,120,162
2943,2011-07-11 13:00:00,3,0,1,1,35.26,40.91,50,16.9979,22,119,141
2000,2011-05-10 06:00:00,2,0,1,1,17.22,21.21,67,8.9981,9,103,112
8038,2012-06-15 07:00:00,2,0,1,1,22.96,26.515,83,11.0014,17,413,430
5894,2012-02-01 19:00:00,1,0,1,1,22.14,25.76,52,19.0012,20,315,335
8200,2012-07-03 01:00:00,3,0,1,1,29.52,33.335,58,0.0,5,9,14
3548,2011-08-17 18:00:00,3,0,1,1,31.16,34.85,55,16.9979,86,470,556
7148,2012-04-16 05:00:00,2,1,0,1,22.14,25.76,77,15.0013,4,34,38
1266,2011-03-17 14:00:00,1,0,1,1,20.5,24.24,45,7.0015,32,87,119
9000,2012-08-17 09:00:00,3,0,1,1,28.7,12.12,58,7.0015,58,320,378
2654,2011-06-18 12:00:00,2,0,0,1,30.34,34.85,66,6.0032,162,258,420
7664,2012-05-18 17:00:00,2,0,1,1,27.06,31.06,34,8.9981,124,688,812
698,2011-02-12 10:00:00,1,0,0,1,9.02,10.605,41,16.9979,13,71,84
10813,2012-12-16 23:00:00,4,0,0,2,14.76,17.425,93,8.9981,4,29,33
10591,2012-12-07 17:00:00,4,0,1,2,15.58,19.695,66,0.0,29,539,568
6598,2012-03-12 05:00:00,1,0,1,1,13.94,16.665,61,12.998,1,15,16
8604,2012-07-19 21:00:00,3,0,1,3,27.06,29.545,89,16.9979,38,294,332
8500,2012-07-15 13:00:00,3,0,0,1,35.26,39.395,41,7.0015,171,309,480
5977,2012-02-05 06:00:00,1,0,0,2,10.66,12.12,70,16.9979,0,4,4
1131,2011-03-11 19:00:00,1,0,1,1,12.3,13.635,56,22.0028,7,111,118
6009,2012-02-06 15:00:00,1,0,1,1,17.22,21.21,32,19.0012,25,146,171
3204,2011-08-03 10:00:00,3,0,1,3,30.34,34.09,58,6.0032,9,59,68
9998,2012-11-01 23:00:00,4,0,1,1,13.94,16.665,57,11.0014,8,112,120
8858,2012-08-11 11:00:00,3,0,0,1,30.34,34.85,66,11.0014,203,296,499
6742,2012-03-18 05:00:00,1,0,0,2,16.4,20.455,94,7.0015,0,6,6
8819,2012-08-09 20:00:00,3,0,1,1,28.7,32.575,54,19.0012,91,387,478
8074,2012-06-16 19:00:00,2,0,0,2,28.7,31.82,42,12.998,184,277,461
2413,2011-06-08 11:00:00,2,0,1,1,34.44,37.88,41,12.998,28,106,134
3074,2011-07-17 00:00:00,3,0,0,1,27.06,31.06,65,15.0013,34,91,125
2582,2011-06-15 12:00:00,2,0,1,1,28.7,31.82,34,15.0013,33,178,211
6804,2012-04-01 19:00:00,2,0,0,1,21.32,25.0,55,15.0013,110,236,346
4737,2011-11-10 11:00:00,4,0,1,2,18.86,22.725,67,26.0027,9,99,108
9393,2012-09-14 18:00:00,3,0,1,1,29.52,32.575,45,15.0013,116,692,808
6499,2012-03-08 01:00:00,1,0,1,1,18.86,22.725,63,22.0028,4,17,21
6795,2012-04-01 10:00:00,2,0,0,2,16.4,20.455,71,7.0015,132,228,360
6836,2012-04-03 04:00:00,2,0,1,1,13.12,16.665,66,6.0032,0,1,1
2945,2011-07-11 15:00:00,3,0,1,1,35.26,42.425,56,27.9993,38,108,146
2687,2011-06-19 21:00:00,2,0,0,1,27.88,31.82,79,8.9981,57,110,167
8581,2012-07-18 22:00:00,3,0,1,1,31.16,35.605,58,6.0032,42,246,288
3158,2011-08-01 12:00:00,3,0,1,1,36.9,40.15,33,16.9979,53,115,168
10134,2012-11-07 15:00:00,4,0,1,2,13.12,15.15,53,19.9995,20,178,198
2092,2011-05-14 02:00:00,2,0,0,2,20.5,24.24,88,8.9981,15,37,52
10726,2012-12-13 08:00:00,4,0,1,1,9.84,11.365,60,12.998,24,655,679
6252,2012-02-16 18:00:00,1,0,1,3,13.94,16.665,87,8.9981,8,345,353
2793,2011-07-05 07:00:00,3,0,1,1,28.7,32.575,65,6.0032,22,248,270
8206,2012-07-03 07:00:00,3,0,1,1,30.34,34.09,58,0.0,21,462,483
9994,2012-11-01 19:00:00,4,0,1,2,16.4,20.455,50,11.0014,28,424,452
6063,2012-02-08 21:00:00,1,0,1,3,9.84,11.365,87,12.998,3,126,129
10740,2012-12-13 22:00:00,4,0,1,1,10.66,14.395,60,6.0032,7,141,148
9180,2012-09-05 21:00:00,3,0,1,1,29.52,34.85,79,0.0,18,278,296
1101,2011-03-10 12:00:00,1,0,1,3,17.22,21.21,0,15.0013,4,30,34
5355,2011-12-17 05:00:00,4,0,0,2,10.66,12.88,60,12.998,2,7,9
894,2011-03-01 17:00:00,1,0,1,1,13.94,17.425,34,6.0032,12,230,242
8092,2012-06-17 13:00:00,2,0,0,1,26.24,31.06,53,11.0014,267,347,614
7736,2012-06-02 17:00:00,2,0,0,1,26.24,31.06,36,0.0,248,338,586
9931,2012-10-18 04:00:00,4,0,1,1,18.04,21.97,88,15.0013,0,5,5
312,2011-01-14 12:00:00,1,0,1,1,8.2,9.85,44,16.9979,2,59,61
2243,2011-06-01 09:00:00,2,0,1,2,30.34,35.605,74,15.0013,34,173,207
1659,2011-04-15 01:00:00,2,1,0,1,18.04,21.97,62,0.0,6,9,15
7997,2012-06-13 14:00:00,2,0,1,2,29.52,32.575,37,27.9993,98,222,320
2051,2011-05-12 09:00:00,2,0,1,2,20.5,24.24,77,19.0012,21,191,212
10676,2012-12-11 06:00:00,4,0,1,2,13.94,15.15,71,19.9995,0,118,118
9266,2012-09-09 11:00:00,3,0,0,1,27.06,31.06,47,16.9979,194,391,585
2360,2011-06-06 06:00:00,2,0,1,1,23.78,27.275,88,0.0,11,101,112
6936,2012-04-07 08:00:00,2,0,0,1,13.94,15.91,34,16.9979,29,94,123
6851,2012-04-03 19:00:00,2,0,1,1,22.96,26.515,26,7.0015,98,460,558
9016,2012-08-18 01:00:00,3,0,0,3,25.42,27.275,94,11.0014,14,78,92
4158,2011-10-05 07:00:00,4,0,1,1,18.86,22.725,77,7.0015,9,292,301
40,2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,7,58,65
6022,2012-02-07 04:00:00,1,0,1,2,12.3,16.665,70,0.0,0,3,3
8096,2012-06-17 17:00:00,2,0,0,1,26.24,31.06,57,15.0013,232,361,593
2569,2011-06-14 23:00:00,2,0,1,1,22.96,26.515,68,15.0013,19,91,110
167,2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,2,2
1013,2011-03-06 17:00:00,1,0,0,3,13.94,15.15,100,19.9995,2,23,25
5909,2012-02-02 10:00:00,1,0,1,3,17.22,21.21,77,7.0015,6,72,78
2513,2011-06-12 15:00:00,2,0,0,1,32.8,38.635,59,19.9995,142,218,360
8572,2012-07-18 13:00:00,3,0,1,1,38.54,42.425,33,0.0,49,154,203
4372,2011-10-14 05:00:00,4,0,1,2,22.96,26.515,94,11.0014,0,17,17
8399,2012-07-11 08:00:00,3,0,1,2,27.88,31.82,79,11.0014,30,644,674
4734,2011-11-10 08:00:00,4,0,1,2,16.4,20.455,94,6.0032,18,418,436
1948,2011-05-08 02:00:00,2,0,0,1,19.68,23.485,63,0.0,17,42,59
5227,2011-12-11 21:00:00,4,0,0,1,9.02,13.635,55,0.0,10,53,63
10168,2012-11-09 02:00:00,4,0,1,1,13.12,15.15,53,16.9979,1,11,12
6264,2012-02-17 06:00:00,1,0,1,2,11.48,14.395,96,8.9981,1,70,71
1079,2011-03-09 12:00:00,1,0,1,2,13.12,15.15,76,16.9979,14,84,98
5225,2011-12-11 19:00:00,4,0,0,1,9.02,11.365,55,12.998,7,98,105
10033,2012-11-03 10:00:00,4,0,0,1,14.76,16.665,46,26.0027,68,260,328
3003,2011-07-14 01:00:00,3,0,1,1,27.06,31.06,61,16.9979,4,21,25
8930,2012-08-14 11:00:00,3,0,1,1,30.34,34.09,62,0.0,69,127,196
8041,2012-06-15 10:00:00,2,0,1,1,26.24,31.06,57,11.0014,56,160,216
9670,2012-10-07 07:00:00,4,0,0,3,17.22,21.21,58,11.0014,6,29,35
1466,2011-04-06 23:00:00,2,0,1,1,18.86,22.725,41,19.9995,11,29,40
8111,2012-06-18 08:00:00,2,0,1,2,22.14,25.76,83,12.998,27,447,474
3487,2011-08-15 05:00:00,3,0,1,2,24.6,27.275,88,12.998,3,14,17
4174,2011-10-05 23:00:00,4,0,1,1,20.5,24.24,77,7.0015,9,64,73
4921,2011-11-18 03:00:00,4,0,1,1,9.84,10.605,41,19.0012,0,2,2
1550,2011-04-10 11:00:00,2,0,0,2,16.4,20.455,87,8.9981,93,109,202
8375,2012-07-10 08:00:00,3,0,1,1,29.52,34.85,74,8.9981,34,615,649
7724,2012-06-02 05:00:00,2,0,0,1,20.5,24.24,72,12.998,1,11,12
9730,2012-10-09 19:00:00,4,0,1,2,20.5,24.24,72,11.0014,31,483,514
9979,2012-11-01 04:00:00,4,0,1,2,13.94,17.425,66,7.0015,2,8,10
1878,2011-05-05 04:00:00,2,0,1,1,13.94,15.91,66,16.9979,4,3,7
4017,2011-09-18 10:00:00,3,0,0,1,20.5,24.24,72,11.0014,82,178,260
1427,2011-04-05 08:00:00,2,0,1,3,15.58,19.695,87,39.0007,9,148,157
7471,2012-05-10 16:00:00,2,0,1,1,23.78,27.275,30,31.0009,87,334,421
8497,2012-07-15 10:00:00,3,0,0,1,31.16,36.365,66,8.9981,141,241,382
1818,2011-05-02 16:00:00,2,0,1,1,27.06,31.06,61,15.0013,49,220,269
2967,2011-07-12 13:00:00,3,0,1,1,35.26,40.15,47,15.0013,32,104,136
2826,2011-07-06 16:00:00,3,0,1,1,31.16,36.365,70,16.9979,57,218,275
1276,2011-03-18 00:00:00,1,0,1,1,17.22,21.21,58,19.0012,5,24,29
279,2011-01-13 02:00:00,1,0,1,1,5.74,6.06,50,23.9994,0,2,2
794,2011-02-16 13:00:00,1,0,1,1,17.22,21.21,30,23.9994,13,80,93
5337,2011-12-16 11:00:00,4,0,1,2,13.94,15.15,42,19.9995,9,135,144
466,2011-02-02 12:00:00,1,0,1,2,9.84,11.365,93,15.0013,3,61,64
9275,2012-09-09 20:00:00,3,0,0,1,25.42,31.06,41,19.0012,91,265,356
2522,2011-06-13 00:00:00,2,0,1,1,26.24,29.545,78,8.9981,8,20,28
149,2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9,50,59
1147,2011-03-12 11:00:00,1,0,0,1,13.94,15.15,49,22.0028,36,83,119
5149,2011-12-08 15:00:00,4,0,1,1,13.12,16.665,45,8.9981,19,98,117
8554,2012-07-17 19:00:00,3,0,1,1,36.08,39.395,35,16.9979,69,478,547
7082,2012-04-13 11:00:00,2,0,1,1,18.86,22.725,36,8.9981,75,158,233
2834,2011-07-07 00:00:00,3,0,1,1,27.06,29.545,89,8.9981,6,29,35
8994,2012-08-17 03:00:00,3,0,1,1,26.24,12.12,65,7.0015,0,6,6
6908,2012-04-06 04:00:00,2,0,1,1,13.94,15.91,49,16.9979,2,3,5
2078,2011-05-13 12:00:00,2,0,1,2,21.32,25.0,88,12.998,53,170,223
8862,2012-08-11 15:00:00,3,0,0,1,32.8,36.365,46,19.0012,246,316,562
2888,2011-07-09 06:00:00,3,0,0,2,26.24,28.79,83,12.998,11,27,38
9688,2012-10-08 01:00:00,4,1,0,1,13.94,16.665,87,11.0014,2,35,37
8071,2012-06-16 16:00:00,2,0,0,2,29.52,32.575,37,7.0015,238,304,542
9003,2012-08-17 12:00:00,3,0,1,1,33.62,12.12,41,15.0013,110,255,365
9711,2012-10-09 00:00:00,4,0,1,2,15.58,19.695,82,15.0013,9,22,31
8993,2012-08-17 02:00:00,3,0,1,1,27.06,12.12,61,8.9981,4,15,19
1327,2011-04-01 04:00:00,2,0,1,2,9.84,11.365,93,16.9979,0,3,3
5898,2012-02-01 23:00:00,1,0,1,1,18.86,22.725,63,6.0032,22,75,97
8551,2012-07-17 16:00:00,3,0,1,1,37.72,40.91,29,11.0014,64,317,381
234,2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,3,3
9272,2012-09-09 17:00:00,3,0,0,1,28.7,31.82,37,16.9979,213,458,671
4080,2011-10-02 01:00:00,4,0,0,3,13.94,15.91,87,16.9979,1,23,24
6511,2012-03-08 13:00:00,1,0,1,2,24.6,31.06,49,43.0006,35,198,233
2809,2011-07-05 23:00:00,3,0,1,1,30.34,34.85,66,11.0014,19,54,73
9645,2012-10-06 06:00:00,4,0,0,1,22.14,25.76,88,16.9979,2,28,30
4691,2011-11-08 13:00:00,4,0,1,1,22.14,25.76,49,11.0014,31,165,196
1928,2011-05-07 06:00:00,2,0,0,1,17.22,21.21,77,6.0032,1,12,13
6132,2012-02-11 18:00:00,1,0,0,2,9.02,9.09,47,43.9989,3,105,108
4865,2011-11-15 19:00:00,4,0,1,2,20.5,24.24,72,23.9994,27,259,286
7730,2012-06-02 11:00:00,2,0,0,1,23.78,27.275,46,19.0012,179,357,536
5363,2011-12-17 13:00:00,4,0,0,2,11.48,13.635,48,16.9979,32,204,236
